imdbID;title;imdbRating;runtime;imdbVotes;genre;director;writer;actors;language;country;year;metascore;poster;plot;
"tt0944084";"The Count of Monte Cristo - Episode 2: The State Prisoner";"";"";"";"Short";"Henri Pouctal";"";"Léon Mathot,Alexandre Colas,Jean Garat,Jacques Robert";"French";"France";"1918";"";"";"";
"tt0944085";"Czarna ksiezna";"";"";"";"";"Aleksander Hertz";"";"";"Polish";"Poland";"1918";"";"";"";
"tt0944086";"Dance Aerobics";"";"55 min";"";"Sport";"";"";"Diane Youdale Mayhew";"English";"UK";"1999";"";"http://ia.media-imdb.com/images/M/MV5BMTg1MjA3NjQwM15BMl5BanBnXkFtZTgwMDY2MTA2MDE@._V1_SX300.jpg";"http://www.imdb.com/title/tt0944086/plotsummary?ref_=tt_ov_pl";
"tt0944087";"Debauchery 3";"";"140 min";"";"Adult";"Jean-Yves Le Castel";"";"Cynthia,Dora,Frank Gun,Katalin";"English";"USA";"1999";"";"";"";
"tt0944088";"Debauchery 4";"";"140 min";"";"Adult";"Jean-Yves Le Castel";"";"Yves Baillat,Barbara,Catherine Count,Beata Dalle";"";"USA";"1999";"";"";"";
"tt0944089";"Desert Gold";"";"";"";"Short,Western";"";"";"";"";"USA";"1916";"";"";"";
"tt0944090";"A Devil in His Own Home Town";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0944091";"The Dove of Peace";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0944092";"Due più due uguale a sette";"";"";"";"";"Nino Martinengo";"";"Fanina Bey,Paola Boetschy,Lionel Buffalo,Giuseppe Majone Diaz";"Italian";"Italy";"1921";"";"";"";
"tt0944093";"Eiken";"4.3";"60 min";"112";"Animation,Comedy,Romance";"Aransumi, Kiyotaka Ohata";"Seiji Matsuyama (story), Dianne Smith (adaptation), Tomoyasu Ôkubo (screenplay)";"Akeno Watanabe,Miwa Ohshiro,Masumi Asano,Marina Ôno";"Japanese";"Japan";"2003";"";"http://ia.media-imdb.com/images/M/MV5BMTQ2MzI0ODg0M15BMl5BanBnXkFtZTcwMjkyMjgyMQ@@._V1_SX300.jpg";"";
"tt0944094";"The End of the Road";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0944095";"Esencia";"";"10 min";"";"Short,Drama";"J. Ignacio Garnica";"J. Ignacio Garnica";"Lilia Borquez,Daniel Patiño,Suemmy Trejo";"Spanish";"Mexico";"2006";"";"";"";
"tt0944096";"Fires of Fate";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0944097";"Ein Frauenherz";"";"";"";"Short";"Charles Decroix";"";"";"";"Germany";"1914";"";"";"";
"tt0944098";"From the Bay of Fundy to the St. Lawrence";"";"";"";"Documentary,Short";"";"";"";"";"USA";"1917";"";"";"";
"tt0944099";"Georgian Bay to Winnipeg";"";"";"";"Documentary,Short";"";"";"";"";"USA";"1917";"";"";"http://www.imdb.com/title/tt0944099/plotsummary?ref_=tt_ov_pl";
"tt0944100";"Girly Gang Bang 7";"";"120 min";"";"Adult";"Karl Kinkaid";"";"Angel Dark,Suzie Diamond,Mili Jay,Veronica Da Souza";"English,French";"Canada";"2006";"";"";"";
"tt0944101";"Good Dick";"6.5";"86 min";"6755";"Comedy,Drama,Romance";"Marianna Palka";"Marianna Palka";"Marianna Palka,Jason Ritter,Eric Edelstein,Mark Webber";"English,Polish,German";"USA";"2008";"54";"https://images-na.ssl-images-amazon.com/images/M/MV5BMzQyMjAxNjU1NF5BMl5BanBnXkFtZTcwNjY5ODg5MQ@@._V1_SX300.jpg";"http://www.imdb.com/title/tt0944101/plotsummary?ref_=tt_ov_pl";
"tt0944102";"Despite All That";"5.9";"62 min";"10";"Drama";"Shinji Imaoka";"Shinji Imaoka";"Mitsuyo Suwa,Takeshi Itô,Atsuko Suzuki,Mikio Satô";"Japanese";"Japan";"1999";"";"";"";
"tt0944103";"Herr Pyp und sein Flirt";"";"";"";"Short";"Charles Decroix";"";"";"";"Germany";"1913";"";"";"";
"tt0944104";"Das Herz einer Gattin";"";"";"";"Short";"Charles Decroix";"";"Carl Wilhelm";"";"Germany";"1911";"";"";"";
"tt0944105";"High Cost of Living";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0944106";"His Battling Blood";"";"";"";"Short,Western";"";"";"";"";"USA";"1916";"";"";"";
"tt0944107";"Hot Body Quick Strips: Blondes Tease, Brunettes Please";"7.2";"55 min";"11";"Documentary";"John Cross, Scott Hylton";"John Cross";"Mica,Zoe Britton,Nikki Nova,Darian Daniela";"English";"USA";"2004";"";"";"";
"tt0944109";"Im Liebestaumel";"";"";"";"Short";"Charles Decroix";"";"Odette Liseron,Albert Paulig";"";"Germany";"1914";"";"";"";
"tt0944110";"Across the Ice";"";"52 min";"";"Documentary";"Seppo Rustanius";"Seppo Rustanius";"";"Finnish";"Finland";"2005";"";"";"";
"tt0944111";"Kisses and Fists";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0944112";"Die kleine Heiratsvermittlerin";"";"";"";"Short";"Charles Decroix";"";"";"";"Germany";"1914";"";"";"";
"tt0944113";"Leg Affair 16";"";"110 min";"";"Adult";"Frank Thring";"";"Krisztina Banks,Matt Bird,Tera Bond,Veronica Carso";"English";"USA";"2006";"";"";"";
"tt0944114";"The Matriarch";"5.7";"90 min";"589";"Comedy,Drama";"Markku Pölönen";"Markku Pölönen";"Peter Franzén,Sanna-Kaisa Palo,Samuel Vauramo,Jenni Banerjee";"Finnish";"Finland";"2007";"";"http://ia.media-imdb.com/images/M/MV5BODJlMDk0MjAtOGQ0MS00MTFkLTlkYWUtZTZjN2E4YWQzMDg2XkEyXkFqcGdeQXVyMjU3MzI1NzI@._V1_SX300.jpg";"http://www.imdb.com/title/tt0944114/plotsummary?ref_=tt_ov_pl";
"tt0944115";"Lost in the Shuffle";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0944116";"Love's Wilderness";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0875132";"#DUPE#";"";"";"";"Drama";"Aleksander Hertz";"Stanislaw Jerzy Kozlowski";"Halina Bruczówna,Józef Wegrzyn,Pawel Owerllo,Iza Kozlowska";"Polish";"Poland";"1921";"";"";"";
"tt0944118";"Madame Winger Makes a Film: A Survival Guide for the 21st Century";"7.8";"10 min";"6";"Short";"Helen Hill";"Helen Hill";"";"English";"USA";"2001";"";"";"";
"tt0944119";"Salamamgkero";"6.0";"85 min";"35";"Fantasy,Horror";"Tata Esteban";"Tata Esteban (story), Grace Hill Serrano (screenplay)";"Michael De Mesa,Tanya Gomez,Tom Tom,Sunshine Dizon";"Tagalog,Filipino";"Philippines";"1986";"";"https://images-na.ssl-images-amazon.com/images/M/MV5BYzk2ZTM5OWItMzJlMC00ZWE5LTg0NjMtMGZlZDYzMjFmY2E4XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg";"http://www.imdb.com/title/tt0944119/plotsummary?ref_=tt_ov_pl";
"tt0944120";"Mary Lost Her Lamb";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0944121";"Mary's Mixed Matrimony";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0944122";"The Mirror Effect";"";"100 min";"";"Adult";"Dennis Black Magic";"";"Mya Diamond,Tarra White,Mili Jay,Vanessa Smoke";"English";"Belgium";"2007";"";"";"";
"tt0944123";"Miss Suomi 1946";"";"8 min";"";"Short,News";"";"";"Matti Tamminen,Carl-Erik Creutz,Kirsti Sammalisto,Airi Ahola";"Finnish";"Finland";"1946";"";"";"";
"tt0944124";"Montreal, Old and New";"";"";"";"Documentary,Short";"";"";"";"";"USA";"1917";"";"";"";
"tt0944125";"The Mystery of the Mesa";"";"";"";"Short,Western";"";"";"";"";"USA";"1916";"";"";"";
"tt0944126";"The Busy Inn";"";"";"";"";"Cheslav Sabinsky";"Cheslav Sabinsky (screenplay), Aleksandr Ostrovskiy (play)";"Pyotr Baksheyev,Vladimir Kvanin,Nathalie Lissenko,Vera Orlova";"Russian";"Russia";"1916";"";"";"";
"tt0944127";"Na boykom meste";"3.4";"";"7";"";"Pyotr Chardynin";"Pyotr Chardynin (screenplay), Aleksandr Ostrovskiy (play)";"Arseniy Bibikov,Petr Birjukov,Pavel Knorr,Ivan Mozzhukhin";"Russian";"Russia";"1911";"";"";"";
"tt0944128";"Die neue Gouvernante";"";"";"";"Short";"Charles Decroix";"";"";"";"Germany";"1911";"";"";"";
"tt0944129";"Der neue Unterpräfekt";"";"";"";"Short";"Charles Decroix";"";"Dorrit Weixler";"";"Germany";"1913";"";"";"";
"tt0944130";"Oficio de melancolía";"";"17 min";"";"Short,Drama";"Yanet Lupercio";"Yanet Lupercio, Javier Posadas";"Gonzalo Blanco,Bibiana Boza,Montserrat de León,César Márquez";"Spanish";"Mexico";"2006";"";"";"";
"tt0944131";"On the Altar of Honor";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0944132";"Only Girls Allowed";"";"";"";"Adult";"Greg Centauro";"";"Cristina Bella,Veronica Clinton,Lora Croft,Judy Nero";"";"Germany";"2006";"";"";"";
"tt0944133";"Ottawa and Toronto";"";"";"";"Documentary,Short";"";"";"";"";"USA";"1917";"";"";"";
"tt0944134";"Poslední radost";"";"";"";"Drama";"Václav Binovec";"Knut Hamsun (novel), Suzanne Marwille (screenplay)";"Ivan Bersenev,V. Ch. Vladimírov,Suzanne Marwille,Vera Orlova";"Czech";"Czechoslovakia";"1922";"";"";"";
"tt0944135";"Postoyaly dvor";"";"";"";"";"Cheslav Sabinsky";"";"Pyotr Baksheyev,Olga Kondorova,Vera Orlova,Nikolai Panov";"Russian";"Russia";"1918";"";"";"";
"tt0944136";"Przestepcy";"";"";"";"";"Aleksander Hertz";"H. Kostrzewska";"Józef Wegrzyn,Halina Bruczówna,Boleslaw Mierzejewski,Irena Renardówna";"Polish";"Poland";"1921";"";"";"";
"tt0944137";"Pusenje i zdravlje";"";"17 min";"";"Documentary,Short";"Jovan Matanovic";"Jovan Matanovic";"";"Serbo-Croatian";"Yugoslavia";"1979";"";"";"";
"tt0944138";"Quaint Quebec";"";"";"";"Documentary,Short";"";"";"";"";"USA";"1917";"";"";"";
"tt0944139";"The White Alligator";"5.5";"95 min";"21";"Horror";"H. Tjut Djalil";"";"Soendjoto Adibroto,Bakir,Dorman Borisman,H.I.M. Damsyik";"Indonesian";"Indonesia";"1988";"";"";"";
"tt0944140";"Reineke Fuchs - Aus dem Leben eines listigen Räubers";"";"45 min";"";"Documentary";"Stephane Chopard";"";"";"";"Germany";"2005";"";"";"";
"tt0944141";"Luonteita: Renny Harlin";"";"43 min";"";"Documentary";"Jussi Parviainen, Sohvi Sirkesalo";"Jussi Parviainen";"Renny Harlin,Jussi Parviainen";"Finnish";"Finland";"1990";"";"";"http://www.imdb.com/title/tt0944141/plotsummary?ref_=tt_ov_pl";
"tt0944142";"Resurrection Mary";"4.7";"91 min";"253";"Romance,Thriller";"Sean Michael Beyer";"Sean Michael Beyer, Ryan Lamaster";"Kevin G. Schmidt,Pamela Noble,Sally Kirkland,Kristin Herrera";"English";"USA";"2007";"";"https://images-na.ssl-images-amazon.com/images/M/MV5BMjc4NDQxNDIwNl5BMl5BanBnXkFtZTcwMzE1NDc0Mg@@._V1_SX300.jpg";"http://www.imdb.com/title/tt0944142/plotsummary?ref_=tt_ov_pl";
"tt0944143";"El rostro humano: Resistencia civil pacífica";"";"22 min";"";"Short";"Óscar Blancarte";"Óscar Blancarte";"";"Spanish";"Mexico";"2006";"";"";"";
"tt0944144";"Sashka-Seminarist";"";"";"";"";"Cheslav Sabinsky";"";"Pyotr Baksheyev,V. Kashuba,Vera Orlova,Nikolai Panov";"Russian";"Russia";"1915";"";"";"";
"tt0944145";"Sex Toys Are Not Enough";"";"120 min";"";"Adult";"Greg Centauro";"";"Bibi Black,Greg Centauro,Veronica Clinton,Jean-Yves Le Castel";"Italian";"Italy";"2007";"";"";"";
"tt0944146";"Sezonowa milosc";"";"";"";"";"Aleksander Hertz";"";"";"Polish";"Poland";"1916";"";"";"";
"tt0944147";"The Slave of Passion";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0944148";"Soreyuke Marine-chan";"7.3";"86 min";"7";"Animation,Adult,Adventure";"Masami Ôbari";"Remu Aoki (script), Sanae Komiya (author), Hideki Nonomura (author), Yashiro Yokohama (screen adaptation: english version)";"Lara Cody,Peter Doyle,Chris Ernst,Harold Escalon";"Japanese";"Japan";"2001";"";"";"";
"tt0944149";"Stantsionnyy smotritel";"";"";"";"";"Aleksandr Ivanovsky";"";"Dimitri Buchowetzki,Vera Orlova,Polikarp Pavlov";"Russian";"Russia";"1918";"";"";"";
"tt0944150";"Story of Sophia";"7.7";"84 min";"10";"Adult";"Hervé Bodilis";"Hervé Bodilis (scenario)";"Rick Angel,Sophia Bella,Victoria Blonde,James Brossman";"French";"France";"2006";"";"";"";
"tt0944151";"Summer Circuit: Beach Body";"";"55 min";"";"Sport";"";"";"Diane Youdale Mayhew";"English";"UK";"1998";"";"";"";
"tt0944152";"Suzanne Cox: Detox Plan... to a Healthier You";"";"50 min";"";"Sport";"";"";"Suzanne Cox";"English";"UK";"2000";"";"http://ia.media-imdb.com/images/M/MV5BMTQ1MjQ0NDYxN15BMl5BanBnXkFtZTcwMjg2NjAwMQ@@._V1_SX300.jpg";"http://www.imdb.com/title/tt0944152/plotsummary?ref_=tt_ov_pl";
"tt0944153";"Suzanne Cox: Firm It Up";"";"62 min";"";"Sport";"";"";"Suzanne Cox";"English";"UK";"1999";"";"http://ia.media-imdb.com/images/M/MV5BMTkzOTIwOTI5Ml5BMl5BanBnXkFtZTcwNzM2NjQyMQ@@._V1_SX300.jpg";"";
"tt0944154";"Suzanne Cox: The Fix";"";"62 min";"";"Sport";"";"";"Suzanne Cox";"English";"UK";"1998";"";"http://ia.media-imdb.com/images/M/MV5BMTM2MzgzNTk1OF5BMl5BanBnXkFtZTcwNTc2NzQyMQ@@._V1_SX300.jpg";"";
"tt0944155";"Thou Shalt Not Covet";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0944156";"Die Tipp-Mamsell";"";"";"";"Short";"Charles Decroix";"";"";"";"Germany";"1910";"";"";"";
"tt0944157";"Tito - Zapisi filmskog snimatelja";"";"68 min";"";"Documentary";"Zorz Skrigin";"Aleksandar Arandjelovic, Eugen Arnesen, Zorz Skrigin";"";"Serbo-Croatian";"Yugoslavia";"1971";"";"";"";
"tt0944158";"The Toll of the City";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0944159";"The Trail of Fate";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0944160";"Fight for Justice";"4.7";"";"33";"Thriller";"Jorgo Papavassiliou";"Timo Berndt";"Bettina Zimmermann,Kai Wiesinger,Elmar Wepper,Arndt Schwering-Sohnrey";"German";"Germany";"2007";"";"http://ia.media-imdb.com/images/M/MV5BMTI3NTg4MDU3NV5BMl5BanBnXkFtZTcwMzgwOTI1MQ@@._V1_SX300.jpg";"";
"tt0944161";"Vera Lynn Sings";"";"40 min";"";"Music";"";"Freddie Robertson";"The Keynotes,The Leslie Roberts Silhouettes,Vera Lynn,Alberto Semprini";"English";"UK";"1957";"";"";"";
"tt0944162";"Veronika Zemanova";"7.7";"63 min";"22";"";"";"";"Veronika Zemanova,Danni Ashe,Edita Khainova,Aria Giovanni";"English";"USA";"2002";"";"";"";
"tt0944163";"Vittorio's Supergirls";"";"100 min";"";"Adult";"Steve Morelli";"";"Sandra Alessandrini,Dru Berrymore,Élodie Chérie,Olivia DeTreville";"Italian";"Italy";"1999";"";"";"";
"tt0944164";"The Voice in the Night";"";"";"";"Short,Western";"";"";"";"";"USA";"1916";"";"";"";
"tt0944165";"WWE $250,000 Raw Diva Search";"4.1";"85 min";"37";"Reality-TV";"";"";"Camille Anderson,Jaynie Mae Baker,Eric Bischoff,Elizabeth Nicole Bradhurst";"English";"USA";"2005";"";"";"";
"tt0944166";"Walking the Dog";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0944167";"Wenn die Liebe sich hineinmengt...";"";"";"";"Short";"Charles Decroix";"";"";"";"Germany";"1913";"";"";"";
"tt0944168";"The Woman He Wed";"";"";"";"Short,Drama";"";"";"";"";"USA";"1916";"";"";"";
"tt0944169";"The Cloven Tongue";"";"";"";"Drama";"Cheslav Sabinsky";"";"Pyotr Baksheyev,Zoia Karabanova,Nathalie Lissenko,Vera Orlova";"Russian";"Russia";"1916";"";"";"";
"tt0944170";"You Never Can Tell";"";"";"";"Short,Comedy";"";"";"";"";"USA";"1916";"";"";"";
"tt0483759";"#DUPE#";"6.3";"108 min";"586";"Comedy,Romance";"Juan Taratuto";"Pablo Solarz";"Diego Peretti,Carolina Pelleritti,Laura Pamplona,Daniel Rabinovich";"Spanish";"Argentina";"2007";"";"";"http://www.imdb.com/title/tt0483759/plotsummary?ref_=tt_ov_pl";
"tt0944173";"G4 Presents: The Adult Entertainment Expo";"";"";"";"";"Jesse Selwyn";"";"Cynthia Boris,Jennifer Espino,Zach Selwyn,James Siciliano";"English";"USA";"2007";"";"";"";
"tt0944174";"Ali's 65";"5.5";"";"8";"Documentary";"";"";"Kareem Abdul-Jabbar,Rahaman Ali,Dave Anderson,Bob Arum";"English";"USA";"2007";"";"";"";
"tt0944175";"Live from the Lawn";"";"";"";"Musical";"Jon Brekke";"Michael Wurth";"Amy Hanaiali'i Gilliom";"English";"USA";"2007";"";"";"";
"tt0944176";"Ritual Path";"";"128 min";"";"Animation";"John Banks";"";"";"English";"USA";"2007";"";"";"";
"tt0944177";"Royal Rumble";"7.8";"210 min";"339";"Sport";"Kevin Dunn";"Court Bauer, Christopher DeJoseph, Brian Gewirtz, Dusty Rhodes, Michael Seitz";"Brooke Adams,Hazem Ali,Ken Anderson,Antonio Banks";"English";"USA";"2007";"";"http://ia.media-imdb.com/images/M/MV5BMmI5OWQwZTYtMDMxZC00YmU1LWE5NjQtN2ZhZjdlNGM3OTdhXkEyXkFqcGdeQXVyMTEyMDcwNw@@._V1_SX300.jpg";"";
"tt0944183";"4x100";"6.5";"72 min";"6";"Comedy,Drama,Sport";"György Dobray";"Zoltán Egressy (play)";"Ági Szirtes,Gábor Máté,Réka Pelsöczy,Ágnes Bertalan";"Hungarian";"Hungary";"2007";"";"";"";
"tt0944184";"Ammahit phitsawat";"4.4";"105 min";"54";"Thriller";"Sarunyu Wongkrachang";"Sarunyu Wongkrachang";"Prangthong Changdham,Tawan Charujinda,Benjaphol Choey-arun,Bongkoj Khongmalai";"Thai";"Thailand";"2006";"";"http://ia.media-imdb.com/images/M/MV5BMTM4NzgzNTk3Nl5BMl5BanBnXkFtZTgwMDQ5MTg2MDE@._V1_SX300.jpg";"http://www.imdb.com/title/tt0944184/plotsummary?ref_=tt_ov_pl";
"tt0944185";"Andhrudu";"7.2";"155 min";"99";"Action,Crime,Drama";"Murali Paruchari";"Gopi (dialogue), Murali Paruchari (screenplay), Murali Paruchari (story), Ramesh (dialogue)";"Tottempudi Gopichand,Gowri Pandit,Sayaji Shinde,Saleem Baig";"Telugu,Hindi";"India";"2005";"";"";"";
"tt0944186";"Angels of Mercy";"";"48 min";"";"Documentary";"Katherine Jeans";"";"";"English";"Canada";"1995";"";"";"";
"tt0944188";"Boldog új élet";"6.8";"80 min";"60";"Drama";"Árpád Bogdán";"Árpád Bogdán";"Lajos Orsós,Michaela Göczi,Zsolt Kovács,István Szilvási";"Hungarian";"Hungary";"2007";"";"";"";
"tt0944189";"Canvas of Conflict";"";"48 min";"";"Documentary";"Katherine Jeans";"";"";"English";"Canada";"1996";"";"";"";
"tt0944191";"Citizen Soldiers: The Story of the 129th Transportation Company";"";"";"";"Short";"Jacob Weller";"Jacob Weller";"";"English";"USA";"2004";"";"";"";
"tt0944194";"Di che peccato sei?";"4.1";"";"18";"Comedy";"Pier Francesco Pingitore";"Pier Francesco Pingitore";"Tosca D'Aquino,Pippo Franco,Antonio Giuliani,Biagio Izzo";"Italian";"Italy";"2007";"";"";"";
"tt0944195";"Dubai Seenu";"6.6";"157 min";"623";"Comedy";"Sreenu Vaitla";"Ramana Chintapally (dialogue), Gopimohan (story treatment), Saikrishna, Sreenu Vaitla (screenplay), Sreenu Vaitla (story)";"Ravi Teja,Nayanthara,J.D. Chakravarthi,Neha Bamb";"Telugu";"India";"2007";"";"https://images-na.ssl-images-amazon.com/images/M/MV5BODFmYTcyZTgtYTY1MC00OWY4LTliYTQtN2NmMGJjNjI2NTdhXkEyXkFqcGdeQXVyNjE3Mzg5Njk@._V1_SX300.jpg";"";
"tt0944196";"Ellipses";"";"";"";"Short,Drama";"Manuel Perez-Tejada";"Manuel Perez-Tejada";"Chris Blunk";"English";"USA";"2003";"";"";"";
"tt0944197";"Frame by Frame: The Invisible Art of Carol Spier";"";"48 min";"";"";"Katherine Jeans";"Katherine Jeans";"";"English";"Canada";"1997";"";"";"";
"tt0944198";"The Gig";"4.2";"97 min";"29";"Comedy";"Theeratorn Siriphunvaraporn";"";"Nutthachart Chankan,Primorata Dejudom,Bromwut Hirunyatthiti,Aphistaa Khreuakhongkhaa";"Thai";"Thailand";"2006";"";"";"";
"tt0944199";"HBO: The Making of 'The Sopranos: Road to Respect'";"8.0";"";"35";"Drama";"Douglas Carrigan";"Marianne Krawczyk, Anthony Sparks (dialogue), Malcolm Spellman (game writer)";"Benjamin Bryan,Douglas Carrigan,David Chase,Robert Costanzo";"English";"USA";"2006";"";"";"http://www.imdb.com/title/tt0944199/plotsummary?ref_=tt_ov_pl";
